Ссылка на сайт поставщика/вендора,Ситилинк - Полное Наименование,PartNumber/Артикул Производителя,Бренд,Группа товаров,Модель,Код Товара
https://www.samsung.com/ru/smartphones/galaxy-a/galaxy-a52-awesome-black-128gb-sm-a525fzkdser/,"Смартфон Samsung Galaxy A52 6/128Gb,  SM-A525F,  черный",SM-A525FZKGMEC,SAMSUNG,Смартфоны,SM-A525F,1874282
https://www.samsung.com/kz_ru/smartphones/galaxy-a/galaxy-a73-5g-awesome-gray-256gb-sm-a736bzahskz/buy/,"Смартфон Samsung Galaxy A73 8/128Gb,  SM-A736B,  серый",SM-A736BZAGMEC,SAMSUNG,Смартфоны,SM-A736B,1874283
https://doogeemobile.ru/doogee-s61/#features,"Смартфон DOOGEE S61 6/64Gb,  черный",S61_CARBON FIBER,DOOGEE,Смартфоны,нет,1874295
https://doogeemobile.ru/doogee-s61/#features,"Смартфон DOOGEE S61 6/64Gb,  синий",S61_AG FROST,DOOGEE,Смартфоны,нет,1874299
https://doogeemobile.ru/doogee-s89-pro/#features,"Смартфон DOOGEE S89 Pro 8/256Gb,  черный",S89 PRO_CLASSIC BLACK,DOOGEE,Смартфоны,нет,1874308
https://doogeemobile.ru/doogee-s89-pro/#features,"Смартфон DOOGEE S89 Pro 8/256Gb,  оранжевый / черный",S89 PRO_VOLCANO ORANGE,DOOGEE,Смартфоны,нет,1874313
https://www.realme.com/ru/realme-narzo-50a/specs,"Смартфон REALME narzo 50A 4/128Gb,  зеленый",5998327,REALME,Смартфоны,нет,1874528
https://www.realme.com/ru/realme-narzo-50a/specs,"Смартфон REALME narzo 50A 4/128Gb,  голубой",5998328,REALME,Смартфоны,нет,1874536
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro 128Gb,  A2892,  черный космос",MPXR3ZA/A,APPLE,Смартфоны,A2892,1875092
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro 128Gb,  A2892,  золотой",MQ053ZA/A,APPLE,Смартфоны,A2892,1875096
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro 128Gb,  A2892,  серебристый",MPXY3ZA/A,APPLE,Смартфоны,A2892,1875098
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro 256Gb,  A2892,  черный космос",MQ0M3ZA/A,APPLE,Смартфоны,A2892,1875100
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro 256Gb,  A2892,  золотой",MQ143ZA/A,APPLE,Смартфоны,A2892,1875109
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro 256Gb,  A2892,  серебристый",MQ0W3ZA/A,APPLE,Смартфоны,A2892,1875114
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro Max 256Gb,  A2896,  черный космос",MQ873ZA/A,APPLE,Смартфоны,A2896,1875119
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro Max 256Gb,  A2896,  золотой",MQ893ZA/A,APPLE,Смартфоны,A2896,1875122
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro Max 256Gb,  A2896,  серебристый",MQ883ZA/A,APPLE,Смартфоны,A2896,1875124
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro 128Gb,  A2892,  темно-фиолетовый",MQ0D3ZA/A,APPLE,Смартфоны,A2892,1875561
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro 256Gb,  A2892,  темно-фиолетовый",MQ1C3ZA/A,APPLE,Смартфоны,A2892,1875563
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro Max 128Gb,  A2896,  черный космос",MQ833ZA/A,APPLE,Смартфоны,A2896,1875565
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro Max 128Gb,  A2896,  золотой",MQ853ZA/A,APPLE,Смартфоны,A2896,1875576
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro Max 128Gb,  A2896,  серебристый",MQ843ZA/A,APPLE,Смартфоны,A2896,1875577
https://www.infinixmobility.com/smartphone/hot-20-nfc/specs,"Смартфон INFINIX Hot 20 6/128Gb,  X6826B,  белый",10037076,INFINIX,Смартфоны,X6826B,1875589
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 128Gb,  A2884,  голубой",MPVG3CH/A,APPLE,Смартфоны,A2884,1877919
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 128Gb,  A2884,  фиолетовый",MPUW3CH/A,APPLE,Смартфоны,A2884,1877925
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro Max 1Tb,  A2893,  серебристый",MQ9L3J/A,APPLE,Смартфоны,A2893,1878876
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro Max 512Gb,  A2894,  черный космос",MQAF3ZD/A,APPLE,Смартфоны,A2894,1879461
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro Max 512Gb,  A2896,  темно-фиолетовый",MQ8G3ZA/A,APPLE,Смартфоны,A2896,1879487
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 128Gb,  A2884,  сияющая звезда",MPUJ3CH/A,APPLE,Смартфоны,A2884,1879972
https://www.apple.com/ru/iphone-13-pro/specs/,"Смартфон Apple iPhone 13 Pro Max 512Gb,  A2484,  золотой",MLER3LL/A,APPLE,Смартфоны,A2484,1885210
https://www.apple.com/ru/iphone-13-pro/specs/,"Смартфон Apple iPhone 13 Pro Max 512Gb,  A2484,  графитовый",MLER3LL/A,APPLE,Смартфоны,A2484,1885262
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 128Gb,  A2884,  фиолетовый",MPUW3ZA/A,APPLE,Смартфоны,A2884,1885276
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 128Gb,  A2884,  сияющая звезда",MPUJ3ZA/A,APPLE,Смартфоны,A2884,1885415
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 128Gb,  A2884,  темная ночь",MPU93ZA/A,APPLE,Смартфоны,A2884,1885431
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 128Gb,  A2884,  (PRODUCT)RED",MPV63ZA/A,APPLE,Смартфоны,A2884,1885443
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 256Gb,  A2884,  сияющая звезда",MPW13ZA/A,APPLE,Смартфоны,A2884,1885447
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 256Gb,  A2884,  (PRODUCT)RED",MPWE3ZA/A,APPLE,Смартфоны,A2884,1885449
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 512Gb,  A2884,  сияющая звезда",MPX03ZA/A,APPLE,Смартфоны,A2884,1885459
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 512Gb,  A2881,  сияющая звезда",MPX23J/A,APPLE,Смартфоны,A2881,1885543
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 512Gb,  A2881,  темная ночь",MPWV3J/A,APPLE,Смартфоны,A2881,1885545
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 512Gb,  A2881,  голубой",MPXM3J/A,APPLE,Смартфоны,A2881,1885554
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 512Gb,  A2884,  голубой",MPXK3ZA/A,APPLE,Смартфоны,A2884,1885561
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 128Gb,  A2882,  голубой",MPVN3HN/A,APPLE,Смартфоны,A2882,1885590
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 Plus 128Gb,  A2888,  голубой",MQ3A3ZA/A,APPLE,Смартфоны,A2888,1885591
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 128Gb,  A2882,  темная ночь",MPUF3HN/A,APPLE,Смартфоны,A2882,1885593
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 Plus 128Gb,  A2888,  красный",MQ393ZA/A,APPLE,Смартфоны,A2888,1885600
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 128Gb,  A2882,  фиолетовый",MPV03HN/A,APPLE,Смартфоны,A2882,1885601
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 Plus 512Gb,  A2888,  фиолетовый",MQ3K3ZA/A,APPLE,Смартфоны,A2888,1885616
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 128Gb,  A2882,  сияющая звезда",MPUR3HN/A,APPLE,Смартфоны,A2882,1885617
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 Plus 512Gb,  A2888,  (PRODUCT)RED",MQ3P3ZA/A,APPLE,Смартфоны,A2888,1885618
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 256Gb,  A2884,  темная ночь",MPVU3CH/A,APPLE,Смартфоны,A2884,1885655
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 256Gb,  A2884,  фиолетовый",MPW73CH/A,APPLE,Смартфоны,A2884,1885660
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 128Gb,  A2884,  голубой",MPVG3ZA/A,APPLE,Смартфоны,A2884,1886619
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 128Gb,  A2884,  темная ночь",MPU93CH/A,APPLE,Смартфоны,A2884,1889453
https://www.apple.com/ru/iphone-13/specs/,"Смартфон Apple iPhone 13 128Gb,  A2634,  синий",MLDY3CH/A,APPLE,Смартфоны,A2634,1889456
https://www.apple.com/ru/iphone-13/specs/,"Смартфон Apple iPhone 13 128Gb,  A2634,  альпийский зеленый",MNG93CH/A,APPLE,Смартфоны,A2634,1889461
https://www.apple.com/ru/iphone-13/specs/,"Смартфон Apple iPhone 13 128Gb,  A2634,  темная ночь",MLDU3CH/A,APPLE,Смартфоны,A2634,1889463
https://www.apple.com/ru/iphone-13/specs/,"Смартфон Apple iPhone 13 128Gb,  A2634,  сияющая звезда",MLDV3CH/A,APPLE,Смартфоны,A2634,1889465
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 256Gb,  A2884,  сияющая звезда",MPW13CH/A,APPLE,Смартфоны,A2884,1890572
https://www.vivo.com/ru/products/param/y02,"Смартфон vivo Y02 2/32Gb,  серый космос",5663523,VIVO,Смартфоны,нет,1890745
https://www.vivo.com/ru/products/param/y02,"Смартфон vivo Y02 2/32Gb,  лавандовое поле",5663524,VIVO,Смартфоны,нет,1890746
https://www.motorola.com/ru/smartphones-moto-e-20/p?skuId=293,"Смартфон Motorola Moto e20 2/32Gb,  XT2155-6,  серый",PASY0009FR,MOTOROLA,Смартфоны,XT2155-6,1892004
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro 128Gb,  A2892,  черный космос",MPXR3CH/A,APPLE,Смартфоны,A2892,1892022
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro 128Gb,  A2892,  темно-фиолетовый",MQ0D3CH/A,APPLE,Смартфоны,A2892,1892027
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro Max 256Gb,  A2896,  темно-фиолетовый",MQ8A3CH/A,APPLE,Смартфоны,A2896,1892031
https://www.motorola.com/ru/smartphones-moto-g-31/p?skuId=297,"Смартфон Motorola Moto g31 4/128Gb,  XT2173-3,  серый",PASU0000FR,MOTOROLA,Смартфоны,XT2173-3,1892036
https://www.motorola.com/we/smartphones-moto-e-22/p?skuId=477,"Смартфон Motorola Moto e22 3/32Gb,  XT2239-7,  черный",PAVD0005IT,MOTOROLA,Смартфоны,XT2239-7,1892060
https://consumer.huawei.com/ru/phones/mate50-pro/specs/,"Смартфон Huawei Mate 50 Pro 8/512Gb,  оранжевый",51097GNH,HUAWEI,Смартфоны,нет,1892177
https://consumer.huawei.com/ru/phones/mate50-pro/specs/,"Смартфон Huawei Mate 50 Pro 8/256Gb,  черный",51097FTM,HUAWEI,Смартфоны,нет,1892184
https://consumer.huawei.com/ru/phones/mate50-pro/specs/,"Смартфон Huawei Mate 50 Pro 8/256Gb,  серебристый",51097FTR,HUAWEI,Смартфоны,нет,1892191
https://consumer.huawei.com/ru/phones/mate50/specs/,"Смартфон Huawei Mate 50 8/256Gb,  черный",51097FUN,HUAWEI,Смартфоны,нет,1892194
https://consumer.huawei.com/ru/phones/mate50/specs/,"Смартфон Huawei Mate 50 8/256Gb,  серебристый",51097FUQ,HUAWEI,Смартфоны,нет,1892198
https://consumer.huawei.com/by/phones/nova10-pro/specs/,"Смартфон Huawei nova 10 Pro 8/256Gb,  серебристый",51097ESR,HUAWEI,Смартфоны,нет,1892202
https://consumer.huawei.com/by/phones/nova10-pro/specs/,"Смартфон Huawei nova 10 Pro 8/256Gb,  черный",51097ESV,HUAWEI,Смартфоны,нет,1892204
https://consumer.huawei.com/by/phones/nova10/specs/,"Смартфон Huawei nova 10 8/128Gb,  серебристый",51097EST,HUAWEI,Смартфоны,нет,1892207
https://consumer.huawei.com/by/phones/nova10/specs/,"Смартфон Huawei nova 10 8/128Gb,  черный",51097ESX,HUAWEI,Смартфоны,нет,1892208
https://consumer.huawei.com/ru/phones/nova10-se/specs/,"Смартфон Huawei nova 10 SE 8/128Gb,  мерцающий серебристый",51097GAF,HUAWEI,Смартфоны,нет,1892210
https://consumer.huawei.com/ru/phones/nova10-se/specs/,"Смартфон Huawei nova 10 SE 8/128Gb,  сияющий черный",51097GAD,HUAWEI,Смартфоны,нет,1892213
https://consumer.huawei.com/ru/phones/nova10-se/specs/,"Смартфон Huawei nova 10 SE 8/128Gb,  мятный зеленый",51097GAE,HUAWEI,Смартфоны,нет,1892216
https://consumer.huawei.com/ru/phones/nova-y61/specs/,"Смартфон Huawei nova Y61 4/64Gb,  черный",51097HLF,HUAWEI,Смартфоны,нет,1892220
https://consumer.huawei.com/ru/phones/nova-y61/specs/,"Смартфон Huawei nova Y61 4/64Gb,  синий",51097HLE,HUAWEI,Смартфоны,нет,1892222
https://consumer.huawei.com/ru/phones/nova-y61/specs/,"Смартфон Huawei nova Y61 4/64Gb,  зеленый",51097HKM,HUAWEI,Смартфоны,нет,1892224
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 Plus 256Gb,  A2888,  голубой",MQ3G3ZA/A,APPLE,Смартфоны,A2888,1892536
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 Plus 256Gb,  A2888,  (PRODUCT)RED",MQ3F3ZA/A,APPLE,Смартфоны,A2888,1892607
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 Plus 256Gb,  A2888,  сияющая звезда",MQ3D3ZA/A,APPLE,Смартфоны,A2888,1892611
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro Max 256Gb,  A2893,  золотой",MQ9D3VC/A,APPLE,Смартфоны,A2893,1893513
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 Plus 128Gb,  A2888,  темная ночь",MQ353ZA/A,APPLE,Смартфоны,A2888,1893532
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 Plus 128Gb,  A2888,  фиолетовый",MQ373ZA/A,APPLE,Смартфоны,A2888,1893533
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 Plus 128Gb,  A2888,  сияющая звезда",MQ363ZA/A,APPLE,Смартфоны,A2888,1893550
https://www.realme.com/ru/realme-10-pro-plus/specs,"Смартфон REALME 10 Pro+ 5G 8/128Gb,  RMX3686,  золотистый",6052671/6054884,REALME,Смартфоны,RMX3686,1895039
https://www.realme.com/ru/realme-10-pro-plus/specs,"Смартфон REALME 10 Pro+ 5G 8/128Gb,  RMX3686,  голубой",6052670/6054888,REALME,Смартфоны,RMX3686,1895040
https://www.realme.com/ru/realme-10-pro-plus/specs,"Смартфон REALME 10 Pro+ 5G 8/128Gb,  RMX3686,  черный",6052669/6054892,REALME,Смартфоны,RMX3686,1895041
https://www.realme.com/ru/realme-10-pro-plus/specs,"Смартфон REALME 10 Pro+ 5G 12/256Gb,  RMX3686,  черный",6054699/6054890,REALME,Смартфоны,RMX3686,1895057
https://www.realme.com/ru/realme-10-pro/specs,"Смартфон REALME 10 Pro 5G 8/256Gb,  RMX3661,  голубой",6054856,REALME,Смартфоны,RMX3661,1895061
https://www.realme.com/ru/realme-10-pro/specs,"Смартфон REALME 10 Pro 5G 8/256Gb,  RMX3661,  черный",6054855,REALME,Смартфоны,RMX3661,1895068
https://www.realme.com/ru/realme-10-pro/specs,"Смартфон REALME 10 Pro 5G 8/256Gb,  RMX3661,  золотистый",6054854,REALME,Смартфоны,RMX3661,1895073
https://www.realme.com/ru/realme-10-pro/specs,"Смартфон REALME 10 Pro 5G 8/128Gb,  RMX3661,  голубой",6052039,REALME,Смартфоны,RMX3661,1895131
https://www.realme.com/ru/realme-10-pro/specs,"Смартфон REALME 10 Pro 5G 8/128Gb,  RMX3661,  золотистый",6052038,REALME,Смартфоны,RMX3661,1895132
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro Max 256Gb,  A2896,  золотой",MQ893CH/A,APPLE,Смартфоны,A2896,1895983
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro Max 256Gb,  A2896,  темно-фиолетовый",MQ8A3ZA/A,APPLE,Смартфоны,A2896,1895984
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro 256Gb,  A2892,  черный космос",MQ0M3CH/A,APPLE,Смартфоны,A2892,1895985
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro 256Gb,  A2892,  золотой",MQ143CH/A,APPLE,Смартфоны,A2892,1895986
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro 256Gb,  A2892,  темно-фиолетовый",MQ1C3CH/A,APPLE,Смартфоны,A2892,1895987
https://www.infinixmobility.com/ru/smartphone/hot-20s/specs,"Смартфон INFINIX Hot 20S 8/128Gb,  X6827,  голубой",10036711,INFINIX,Смартфоны,X6827,1896277
https://www.infinixmobility.com/ru/smartphone/hot-20s/specs,"Смартфон INFINIX Hot 20S 8/128Gb,  X6827,  белый",10036713,INFINIX,Смартфоны,X6827,1896279
https://www.samsung.com/levant/smartphones/galaxy-a/galaxy-a04s-awesome-white-64gb-sm-a047fzwgmeb/#specs,"Смартфон Samsung Galaxy A04s 3/32Gb,  SM-A047F,  зеленый",SM-A047FZGDAFC,SAMSUNG,Смартфоны,SM-A047F,1896504
https://www.samsung.com/levant/smartphones/galaxy-a/galaxy-a04e-lightblue-32gb-sm-a042flbdmeb/,"Смартфон Samsung Galaxy A04e 3/32Gb,  SM-A042F,  черный",SM-A042FZKDMEB,SAMSUNG,Смартфоны,SM-A042F,1896512
https://www.samsung.com/levant/smartphones/galaxy-a/galaxy-a04e-lightblue-32gb-sm-a042flbdmeb/,"Смартфон Samsung Galaxy A04e 3/32Gb,  SM-A042F,  голубой",SM-A042FLBDMEB,SAMSUNG,Смартфоны,SM-A042F,1896513
https://www.samsung.com/levant/smartphones/galaxy-a/galaxy-a04e-lightblue-32gb-sm-a042flbdmeb/,"Смартфон Samsung Galaxy A04e 3/32Gb,  SM-A042F,  медный",SM-A042FZCDMEB,SAMSUNG,Смартфоны,SM-A042F,1896514
https://www.samsung.com/levant/smartphones/galaxy-a/galaxy-a04e-lightblue-32gb-sm-a042flbdmeb/,"Смартфон Samsung Galaxy A04e 3/64Gb,  SM-A042F,  черный",SM-A042FZKHAFC,SAMSUNG,Смартфоны,SM-A042F,1896516
https://www.samsung.com/ru/smartphones/galaxy-a/galaxy-a04-black-beauty-64gb-sm-a045fzkgser/,"Смартфон Samsung Galaxy A04 3/32Gb,  SM-A045F,  черный",SM-A045FZKDMEB,SAMSUNG,Смартфоны,SM-A045F,1896555
https://www.samsung.com/ru/smartphones/galaxy-a/galaxy-a04-black-beauty-64gb-sm-a045fzkgser/,"Смартфон Samsung Galaxy A04 3/32Gb,  SM-A045F,  медный",SM-A045FZCDMEB,SAMSUNG,Смартфоны,SM-A045F,1896556
https://www.samsung.com/ru/smartphones/galaxy-a/galaxy-a04-black-beauty-64gb-sm-a045fzkgser/,"Смартфон Samsung Galaxy A04 3/32Gb,  SM-A045F,  белый",SM-A045FZWDMEB,SAMSUNG,Смартфоны,SM-A045F,1896557
https://www.samsung.com/ru/smartphones/galaxy-a/galaxy-a04-black-beauty-64gb-sm-a045fzkgser/,"Смартфон Samsung Galaxy A04 4/64Gb,  SM-A045F,  черный",SM-A045FZKGMEB,SAMSUNG,Смартфоны,SM-A045F,1896558
https://www.samsung.com/ru/smartphones/galaxy-a/galaxy-a04-black-beauty-64gb-sm-a045fzkgser/,"Смартфон Samsung Galaxy A04 4/64Gb,  SM-A045F,  медный",SM-A045FZCGMEB,SAMSUNG,Смартфоны,SM-A045F,1896559
https://www.samsung.com/ru/smartphones/galaxy-a/galaxy-a04-black-beauty-64gb-sm-a045fzkgser/,"Смартфон Samsung Galaxy A04 4/64Gb,  SM-A045F,  белый",SM-A045FZWGMEB,SAMSUNG,Смартфоны,SM-A045F,1896561
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro 512Gb,  A2889,  темно-фиолетовый",MQ283J/A,APPLE,Смартфоны,A2889,1896566
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro 512Gb,  A2890,  золотой",MQ233AA/A,APPLE,Смартфоны,A2890,1896567
https://www.samsung.com/levant/smartphones/galaxy-a/galaxy-a04s-awesome-white-64gb-sm-a047fzwgmeb/#specs,"Смартфон Samsung Galaxy A04s 3/32Gb,  SM-A047F,  медный",SM-A047FZCDAFC,SAMSUNG,Смартфоны,SM-A047F,1896950
https://www.samsung.com/levant/smartphones/galaxy-a/galaxy-a04s-awesome-white-64gb-sm-a047fzwgmeb/#specs,"Смартфон Samsung Galaxy A04s 3/32Gb,  SM-A047F,  черный",SM-A047FZKDAFC,SAMSUNG,Смартфоны,SM-A047F,1896951
https://www.oppo.com/ru/smartphones/series-reno/reno8-t/specs/#,"Смартфон OPPO Reno8 T 8/128Gb,  CPH2481,  черный",6053766,OPPO,Смартфоны,CPH2481,1897015
https://www.oppo.com/ru/smartphones/series-reno/reno8-t/specs/#,"Смартфон OPPO Reno8 T 8/128Gb,  CPH2481,  оранжевый",6053767,OPPO,Смартфоны,CPH2481,1897038
https://www.oppo.com/in/smartphones/series-reno/reno8-t-5g/specs/,"Смартфон OPPO Reno8 T 5G 8/256Gb,  CPH2505,  черный",6054556,OPPO,Смартфоны,CPH2505,1897039
https://www.oppo.com/in/smartphones/series-reno/reno8-t-5g/specs/,"Смартфон OPPO Reno8 T 5G 8/256Gb,  CPH2505,  золотой",6054557,OPPO,Смартфоны,CPH2505,1897040
https://www.doogee.cc/s41-pro/specs.html,"Смартфон DOOGEE S41 Pro 4/32Gb,  оранжевый / черный",S41 PRO_VOLCANO ORANGE,DOOGEE,Смартфоны,нет,1897299
https://www.doogee.cc/s41-pro/specs.html,"Смартфон DOOGEE S41 Pro 4/32Gb,  черный",S41 PRO_CLASSIC BLACK,DOOGEE,Смартфоны,нет,1897304
https://www.doogee.cc/products/s41.html,"Смартфон DOOGEE S41 3/16Gb,  оранжевый / черный",S41_VOLCANO ORANGE,DOOGEE,Смартфоны,нет,1897307
https://www.doogee.cc/products/s41.html,"Смартфон DOOGEE S41 3/16Gb,  зеленый / черный",S41_VIBRANT GREEN,DOOGEE,Смартфоны,нет,1897309
https://www.doogee.cc/products/s41.html,"Смартфон DOOGEE S41 3/16Gb,  черный",S41_CLASSIC BLACK,DOOGEE,Смартфоны,нет,1897311
https://www.apple.com/iphone-14/specs/,"Смартфон Apple iPhone 14 Plus 256Gb,  A2885,  фиолетовый",MQ4M3AH/A,APPLE,Смартфоны,A2885,1897718
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro Max 1Tb,  A2893,  темно-фиолетовый",MQ9N3VC/A,APPLE,Смартфоны,A2893,1897722
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro Max 128Gb,  A2896,  темно-фиолетовый",MQ863ZA/A,APPLE,Смартфоны,A2896,1898141
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro Max 512Gb,  A2896,  золотой",MQ8F3ZA/A,APPLE,Смартфоны,A2896,1898142
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro Max 512Gb,  A2896,  черный космос",MQ8D3ZA/A,APPLE,Смартфоны,A2896,1898144
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro Max 1Tb,  A2896,  черный космос",MQ8H3ZA/A,APPLE,Смартфоны,A2896,1898148
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro Max 1Tb,  A2896,  темно-фиолетовый",MQ8M3ZA/A,APPLE,Смартфоны,A2896,1898150
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro 1Tb,  A2889,  темно-фиолетовый",MQ313J/A,APPLE,Смартфоны,A2889,1898160
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro 1Tb,  A2889,  серебристый",MQ2M3J/A,APPLE,Смартфоны,A2889,1898168
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro 1Tb,  A2889,  черный космос",MQ2F3J/A,APPLE,Смартфоны,A2889,1898170
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro 512Gb,  A2889,  золотой",MQ223J/A,APPLE,Смартфоны,A2889,1898174
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro 512Gb,  A2889,  серебристый",MQ1V3J/A,APPLE,Смартфоны,A2889,1898176
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro 512Gb,  A2889,  черный космос",MQ1L3J/A,APPLE,Смартфоны,A2889,1898178
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro Max 1Tb,  A2893,  темно-фиолетовый",MQ9N3J/A,APPLE,Смартфоны,A2893,1898186
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro Max 1Tb,  A2893,  золотой",MQ9M3J/A,APPLE,Смартфоны,A2893,1898193
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro Max 1Tb,  A2893,  черный космос",MQ9K3J/A,APPLE,Смартфоны,A2893,1898196
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro Max 512Gb,  A2893,  золотой",MQ9H3J/A,APPLE,Смартфоны,A2893,1898306
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro Max 512Gb,  A2893,  темно-фиолетовый",MQ9J3J/A,APPLE,Смартфоны,A2893,1898312
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro Max 512Gb,  A2893,  серебристый",MQ9G3J/A,APPLE,Смартфоны,A2893,1898314
https://www.apple.com/iphone-14-pro/specs/,"Смартфон Apple iPhone 14 Pro Max 512Gb,  A2893,  черный космос",MQ9F3J/A,APPLE,Смартфоны,A2893,1898316
https://www.apple.com/ru/iphone-13/specs/,"Смартфон Apple iPhone 13 128Gb,  A2634,  розовый",MLDW3CH/A,APPLE,Смартфоны,A2634,1898387
